iter,score_soxR,score_cpxR
997,-14411.0,-5351.0
998,-12951.0,-5057.0
999,-15205.0,-3175.0
1000,-15218.0,-5036.0
1001,-14439.0,-5471.0
1002,-11005.0,-4215.0
1003,-12565.0,-1966.0
1004,-15335.0,-3217.0
1005,-15475.0,-1888.0
1006,-16424.0,-5576.0
1007,-12038.0,-4777.0
1008,-17436.0,-5019.0
1009,-14599.0,-3336.0
1010,-15880.0,-4942.0
1011,-9634.0,-3578.0
1012,-13696.0,-5089.0
1013,-15423.0,-4857.0
1014,-15747.0,-5039.0
1015,-16787.0,-5276.0
1016,-15696.0,-3128.0
1017,-16861.0,-5642.0
1018,-15865.0,-4099.0
1019,-14021.0,-4350.0
1020,-10484.0,-3920.0
1021,-15229.0,-6570.0
1022,-17615.0,-3836.0
1023,-14953.0,-5105.0
1024,-16431.0,-6353.0
1025,-16954.0,-4635.0
1026,-15822.0,-4378.0
1027,-14507.0,-6435.0
1028,-13416.0,-4201.0
1029,-15200.0,-2398.0
1030,-14623.0,-4468.0
1031,-17606.0,-4390.0
1032,-13168.0,-5203.0
1033,-12018.0,-4948.0
1034,-13878.0,-4422.0
1035,-12096.0,-4389.0
1036,-16046.0,-3673.0
1037,-13073.0,-3401.0
1038,-15276.0,-5292.0
1039,-14115.0,-3528.0
1040,-12919.0,-3577.0
1041,-17896.0,-4409.0
1042,-17903.0,-5461.0
1043,-12951.0,-4530.0
1044,-15588.0,-5044.0
1045,-15316.0,-4802.0
1046,-15124.0,-4911.0
1047,-16313.0,-2015.0
1048,-16166.0,-4392.0
1049,-16059.0,-5599.0
1050,-13533.0,-6436.0
1051,-16257.0,-4684.0
1052,-14230.0,-4858.0
1053,-10958.0,-2587.0
1054,-11512.0,-4415.0
1055,-13914.0,-4161.0
1056,-15301.0,-4144.0
1057,-16514.0,-4547.0
1058,-16490.0,-5314.0
1059,-11920.0,-4157.0
1060,-14241.0,-3416.0
1061,-9728.0,-4239.0
1062,-18909.0,-4108.0
1063,-10485.0,-3812.0
1064,-14544.0,-3337.0
1065,-15553.0,-5027.0
1066,-20068.0,-4497.0
1067,-14198.0,-3952.0
1068,-12938.0,-2060.0
1069,-17696.0,-882.0
1070,-16441.0,-6022.0
1071,-14308.0,-4733.0
1072,-13009.0,-4262.0
1073,-13235.0,-4804.0
1074,-14377.0,-2260.0
1075,-14149.0,-1162.0
1076,-12940.0,-4368.0
1077,-13989.0,-4819.0
1078,-15807.0,-4989.0
1079,-14190.0,-6090.0
1080,-14377.0,-4244.0
1081,-15252.0,-7879.0
1082,-13448.0,-3782.0
1083,-10587.0,-3658.0
1084,-11906.0,-4497.0
1085,-16416.0,-5189.0
1086,-16764.0,-5194.0
1087,-13779.0,-4852.0
1088,-15370.0,-4429.0
1089,-15097.0,-4908.0
1090,-11592.0,-4222.0
1091,-14522.0,-4551.0
1092,-10992.0,-5582.0
1093,-16059.0,-6289.0
1094,-16522.0,-3700.0
1095,-17152.0,-4944.0
1096,-12634.0,-4369.0
1097,-15332.0,-3402.0
1098,-11999.0,-3674.0
1099,-14102.0,-4304.0
1100,-11874.0,-2957.0
1101,-14536.0,-3622.0
1102,-14127.0,-5614.0
1103,-13413.0,-5326.0
1104,-15465.0,-3534.0
1105,-13757.0,-6577.0
1106,-16330.0,-3518.0
1107,-13121.0,-3976.0
1108,-14796.0,-3356.0
1109,-14109.0,-4071.0
1110,-17218.0,-5515.0
1111,-11078.0,-4962.0
1112,-10419.0,-4037.0
1113,-14240.0,-4108.0
1114,-16706.0,-5117.0
1115,-16813.0,-3436.0
1116,-16823.0,-4703.0
1117,-15336.0,-4730.0
1118,-12742.0,-3256.0
1119,-9707.0,-5644.0
1120,-11909.0,-5658.0
1121,-13241.0,-5181.0
1122,-14266.0,-3500.0
1123,-14381.0,-3096.0
1124,-16671.0,-6534.0
1125,-15347.0,-2437.0
1126,-16352.0,-4424.0
1127,-14488.0,-4608.0
1128,-12300.0,-3205.0
1129,-17423.0,-4265.0
1130,-12700.0,-3622.0
1131,-13499.0,-5681.0
1132,-13281.0,-4772.0
1133,-12264.0,-1654.0
1134,-15298.0,-3400.0
1135,-15803.0,-1804.0
1136,-15225.0,-5904.0
1137,-16166.0,-2324.0
1138,-14374.0,-3978.0
1139,-16274.0,-4146.0
1140,-16908.0,-2087.0
1141,-11894.0,-4251.0
1142,-13299.0,-3869.0
1143,-15342.0,-3431.0
1144,-15367.0,-6151.0
1145,-15803.0,-4509.0
1146,-15347.0,-5550.0
1147,-15720.0,-2677.0
1148,-13104.0,-3174.0
1149,-14115.0,-3622.0
1150,-14273.0,-5327.0
1151,-15671.0,-6075.0
1152,-13363.0,-3284.0
1153,-15472.0,-4462.0
1154,-13024.0,-3841.0
1155,-18928.0,-3585.0
1156,-13296.0,-4053.0
1157,-15193.0,-4087.0
1158,-14296.0,-5186.0
1159,-15150.0,-6289.0
1160,-17119.0,-5590.0
1161,-16374.0,-4596.0
1162,-13069.0,-5585.0
1163,-17423.0,-3141.0
1164,-12393.0,-5475.0
1165,-11077.0,-6060.0
1166,-12072.0,-6039.0
1167,-15447.0,-5299.0
1168,-14154.0,-5697.0
1169,-13940.0,-3904.0
1170,-19043.0,-4421.0
1171,-14575.0,-7538.0
1172,-12778.0,-4604.0
1173,-12224.0,-5053.0
1174,-13948.0,-3013.0
1175,-16512.0,-3204.0
1176,-14031.0,-3289.0
1177,-16779.0,-6334.0
1178,-17680.0,-5335.0
1179,-16072.0,-3791.0
1180,-15340.0,-4290.0
1181,-13190.0,-3429.0
1182,-17470.0,-2438.0
1183,-16713.0,-6300.0
1184,-16083.0,-6427.0
1185,-11943.0,-3891.0
1186,-13250.0,-3884.0
1187,-17582.0,-4796.0
1188,-14119.0,-5123.0
1189,-14234.0,-4634.0
1190,-15555.0,-3081.0
1191,-18524.0,-3871.0
1192,-14647.0,-5907.0
1193,-14868.0,-5681.0
1194,-15308.0,-5586.0
1195,-15418.0,-6499.0
1196,-15486.0,-4728.0
1197,-13275.0,-1531.0
1198,-15913.0,-4739.0
1199,-10075.0,-2811.0
1200,-17079.0,-5082.0
1201,-13083.0,-4178.0
1202,-12298.0,-3725.0
1203,-17536.0,-5198.0
1204,-13198.0,-3860.0
1205,-18361.0,-2947.0
1206,-16181.0,-6155.0
1207,-13452.0,-2161.0
1208,-11524.0,-4640.0
1209,-19271.0,-5083.0
1210,-16528.0,-5157.0
1211,-11710.0,-3322.0
1212,-18252.0,-3477.0
1213,-11429.0,-4627.0
1214,-17805.0,-5803.0
1215,-13713.0,-5240.0
1216,-15710.0,-3466.0
1217,-17612.0,-5529.0
1218,-15250.0,-4240.0
1219,-14060.0,-4194.0
1220,-14430.0,-4625.0
1221,-10683.0,-4280.0
1222,-13438.0,-1672.0
1223,-16531.0,-5117.0
1224,-18840.0,-4696.0
1225,-14191.0,-2799.0
1226,-16886.0,-4086.0
1227,-17962.0,-4717.0
1228,-14952.0,-5679.0
1229,-13082.0,-5629.0
1230,-15063.0,-4306.0
1231,-15872.0,-4827.0
1232,-19819.0,-5041.0
1233,-15416.0,-5075.0
1234,-11701.0,-5309.0
1235,-17404.0,-2389.0
1236,-15525.0,-6697.0
1237,-8638.0,-1908.0
1238,-14475.0,-2902.0
1239,-17382.0,-3982.0
1240,-15090.0,-5978.0
1241,-14061.0,-4619.0
1242,-11653.0,-5083.0
1243,-15306.0,-4655.0
1244,-12217.0,-4853.0
1245,-11336.0,-5345.0
1246,-14246.0,-578.0
1247,-11389.0,-3921.0
1248,-16448.0,-4364.0
1249,-14259.0,-6991.0
1250,-17963.0,-4322.0
1251,-14025.0,-3670.0
1252,-16149.0,-5446.0
1253,-13340.0,-3727.0
1254,-14293.0,-4220.0
1255,-15307.0,-2882.0
1256,-13037.0,-6476.0
1257,-14304.0,-3020.0
1258,-14459.0,-3344.0
1259,-16512.0,-3664.0
1260,-10893.0,-2767.0
1261,-14124.0,-5286.0
1262,-13060.0,-4555.0
1263,-16561.0,-6750.0
1264,-11791.0,-4274.0
1265,-13141.0,-4470.0
1266,-15065.0,-3785.0
1267,-15683.0,-2984.0
1268,-17671.0,-3294.0
1269,-17301.0,-4564.0
1270,-13100.0,-3519.0
1271,-14960.0,-6346.0
1272,-12757.0,-4889.0
1273,-16577.0,-5163.0
1274,-15705.0,-3375.0
1275,-14731.0,-4018.0
1276,-9769.0,-5018.0
1277,-13828.0,-6231.0
1278,-13732.0,-6572.0
1279,-15308.0,-4890.0
1280,-14313.0,-6240.0
1281,-13301.0,-5910.0
1282,-10705.0,-5386.0
1283,-16203.0,-3707.0
1284,-14507.0,-6689.0
1285,-13180.0,-2752.0
1286,-16671.0,-3654.0
1287,-11639.0,-3425.0
1288,-16689.0,-4893.0
1289,-14328.0,-4435.0
1290,-12693.0,-2301.0
1291,-8347.0,-4276.0
1292,-15416.0,-4057.0
1293,-16215.0,-4802.0
1294,-14213.0,-3900.0
1295,-12447.0,-3779.0
1296,-16482.0,-2863.0
1297,-16127.0,-5522.0
1298,-13732.0,-3888.0
1299,-15813.0,-5856.0
1300,-11683.0,-5288.0
1301,-15546.0,-3944.0
1302,-16458.0,-3985.0
1303,-12754.0,-2069.0
1304,-16172.0,-4366.0
1305,-16714.0,-5134.0
1306,-13249.0,-4983.0
1307,-14597.0,-1296.0
1308,-16715.0,-5046.0
1309,-18805.0,-4847.0
1310,-15267.0,-5337.0
1311,-14464.0,-4897.0
1312,-14362.0,-5050.0
1313,-9088.0,-5205.0
1314,-11053.0,-2872.0
1315,-10668.0,-4489.0
1316,-16693.0,-3258.0
1317,-16249.0,-5278.0
1318,-15953.0,-5127.0
1319,-14575.0,-4874.0
1320,-16505.0,-3982.0
1321,-15399.0,-6017.0
1322,-14424.0,-4719.0
1323,-14125.0,-5273.0
1324,-15807.0,-6492.0
1325,-15124.0,-3817.0
1326,-16399.0,-4271.0
1327,-14456.0,-4297.0
1328,-15871.0,-3608.0
1329,-14705.0,-3453.0
1330,-11875.0,-4402.0
1331,-14066.0,-3106.0
1332,-12817.0,-5764.0
1333,-15710.0,-4254.0
1334,-14646.0,-4402.0
1335,-17310.0,-6574.0
1336,-13943.0,-4071.0
1337,-13756.0,-4134.0
1338,-15516.0,-3688.0
1339,-13142.0,-4697.0
1340,-14083.0,-5542.0
1341,-14403.0,-3153.0
1342,-13212.0,-3127.0
1343,-17033.0,-4540.0
1344,-15639.0,-4608.0
1345,-14026.0,-3884.0
1346,-16215.0,-5325.0
1347,-13523.0,-2658.0
1348,-17549.0,-6130.0
1349,-15653.0,-2512.0
1350,-14112.0,-6870.0
1351,-12837.0,-4299.0
1352,-14449.0,-5658.0
1353,-13857.0,-5578.0
1354,-13264.0,-4365.0
1355,-15540.0,-4290.0
1356,-12661.0,-4366.0
1357,-16227.0,-4159.0
1358,-10805.0,-5270.0
1359,-13826.0,-4371.0
1360,-11697.0,-3742.0
1361,-15788.0,-5531.0
1362,-16753.0,-3799.0
1363,-15452.0,-5209.0
1364,-15896.0,-5098.0
1365,-17184.0,-5194.0
1366,-15671.0,-3842.0
1367,-14445.0,-3953.0
1368,-17914.0,-3664.0
1369,-13943.0,-3004.0
1370,-17803.0,-4144.0
1371,-13033.0,-4227.0
1372,-15153.0,-4729.0
1373,-14885.0,-2456.0
1374,-17401.0,-5357.0
1375,-13150.0,-4751.0
1376,-16213.0,-3145.0
1377,-14059.0,-5033.0
1378,-12872.0,-5368.0
1379,-13453.0,-1374.0
1380,-11603.0,-4841.0
1381,-14049.0,-3716.0
1382,-14205.0,-5735.0
1383,-14100.0,-4962.0
1384,-16712.0,-2675.0
1385,-16985.0,-5733.0
1386,-16242.0,-5173.0
1387,-15183.0,-5871.0
1388,-15663.0,-4920.0
1389,-12725.0,-4068.0
1390,-14189.0,-3691.0
1391,-12266.0,-4538.0
1392,-10704.0,-1520.0
1393,-14061.0,-4033.0
1394,-13242.0,-5383.0
1395,-18879.0,-1085.0
1396,-16641.0,-5849.0
1397,-17914.0,-4879.0
1398,-14552.0,-2044.0
1399,-12085.0,-2457.0
1400,-11845.0,-4776.0
1401,-14161.0,-3387.0
1402,-10982.0,-3629.0
1403,-17203.0,-5064.0
1404,-14765.0,-4213.0
1405,-15663.0,-5493.0
1406,-16712.0,-5034.0
1407,-16032.0,-3634.0
1408,-14943.0,-4978.0
1409,-18862.0,-3651.0
1410,-15433.0,-3530.0
1411,-18764.0,-7027.0
1412,-15630.0,-4699.0
1413,-14410.0,-3622.0
1414,-15090.0,-2782.0
1415,-13377.0,-2451.0
1416,-15165.0,-2892.0
1417,-11902.0,-5281.0
1418,-16605.0,-4883.0
1419,-17622.0,-2837.0
1420,-10860.0,-6731.0
1421,-15218.0,-4352.0
1422,-15415.0,-5445.0
1423,-16578.0,-1196.0
1424,-13267.0,-4344.0
1425,-14317.0,-5899.0
1426,-14541.0,-5571.0
1427,-17019.0,-1357.0
1428,-16660.0,-5814.0
1429,-16631.0,-6024.0
1430,-12842.0,-5805.0
1431,-13879.0,-4604.0
1432,-13301.0,-4534.0
1433,-15847.0,-5408.0
1434,-14587.0,-3969.0
1435,-11950.0,-4476.0
1436,-17599.0,-2342.0
1437,-16898.0,-2957.0
1438,-12443.0,-4341.0
1439,-17323.0,-4990.0
1440,-13431.0,-6165.0
1441,-8389.0,-3839.0
1442,-13339.0,-2839.0
1443,-15626.0,-6943.0
1444,-15129.0,-3854.0
1445,-17065.0,-2619.0
1446,-13198.0,-5266.0
1447,-16341.0,-5785.0
1448,-18765.0,-3621.0
1449,-13523.0,-3422.0
1450,-18780.0,-6053.0
1451,-13215.0,-4123.0
1452,-16692.0,-4196.0
1453,-12948.0,-4718.0
1454,-16414.0,-5409.0
1455,-14183.0,-5959.0
1456,-14597.0,-4023.0
1457,-15887.0,-3344.0
1458,-10485.0,-4994.0
1459,-16558.0,-4881.0
1460,-12614.0,-4466.0
1461,-15482.0,-5396.0
1462,-16076.0,-5386.0
1463,-11415.0,-4557.0
1464,-14607.0,-6022.0
1465,-16398.0,-5267.0
1466,-15201.0,-4397.0
1467,-11492.0,-3432.0
1468,-17629.0,-4880.0
1469,-13629.0,-2939.0
1470,-9402.0,-5428.0
1471,-13811.0,-3834.0
1472,-14747.0,-1147.0
1473,-14438.0,-5791.0
1474,-11815.0,-4014.0
1475,-9240.0,-4679.0
1476,-16428.0,-3376.0
1477,-14027.0,-4769.0
1478,-14421.0,-3096.0
1479,-13805.0,-5379.0
1480,-17167.0,-5895.0
1481,-14215.0,-3949.0
1482,-15628.0,-4524.0
1483,-14234.0,-4766.0
1484,-12795.0,-4638.0
1485,-14308.0,-5289.0
1486,-13225.0,-5410.0
1487,-13950.0,-4052.0
1488,-13188.0,-6378.0
1489,-13358.0,-2863.0
1490,-13728.0,-4970.0
1491,-14967.0,-5294.0
1492,-14361.0,-5258.0
1493,-16027.0,-5362.0
1494,-15024.0,-5409.0
1495,-15465.0,-3951.0
1496,-17286.0,-4673.0
1497,-14095.0,-5915.0
1498,-13563.0,-4330.0
1499,-13437.0,-3814.0
1500,-16340.0,-6663.0
1501,-15633.0,-4269.0
1502,-13099.0,-3153.0
1503,-15730.0,-3554.0
1504,-14458.0,-4213.0
1505,-14680.0,-4358.0
1506,-15462.0,-5862.0
1507,-11450.0,-3071.0
1508,-15613.0,-5782.0
1509,-15540.0,-4247.0
1510,-11199.0,-4943.0
1511,-12784.0,-4872.0
1512,-9427.0,-2788.0
1513,-9427.0,-5925.0
1514,-14356.0,-3499.0
1515,-9335.0,-3446.0
1516,-13386.0,-3635.0
1517,-11859.0,-5591.0
1518,-16409.0,-4450.0
1519,-15722.0,-4571.0
1520,-17551.0,-5773.0
1521,-17679.0,-4127.0
1522,-17884.0,-4920.0
1523,-15619.0,-2000.0
1524,-12407.0,-5044.0
1525,-16490.0,-5256.0
1526,-15121.0,-4338.0
1527,-15391.0,-4325.0
1528,-16886.0,-5850.0
1529,-15372.0,-3707.0
1530,-12938.0,-5720.0
1531,-9977.0,-5431.0
1532,-12870.0,-6267.0
1533,-11362.0,-3482.0
1534,-17365.0,-3311.0
1535,-12729.0,-3107.0
1536,-15494.0,-4007.0
1537,-15313.0,-5491.0
1538,-12537.0,-5292.0
1539,-12578.0,-3443.0
1540,-16789.0,-5594.0
1541,-13065.0,-4295.0
1542,-17218.0,-5377.0
1543,-12024.0,-3434.0
1544,-14350.0,-4915.0
1545,-11199.0,-4102.0
1546,-16004.0,-4884.0
1547,-12625.0,-4076.0
1548,-16198.0,-3860.0
1549,-17970.0,-5476.0
1550,-13539.0,-2061.0
1551,-15325.0,-6243.0
1552,-14141.0,-3230.0
1553,-14430.0,-4559.0
1554,-12900.0,-4036.0
1555,-14814.0,-3254.0
1556,-12300.0,-4950.0
1557,-14033.0,-4360.0
1558,-11843.0,-4297.0
1559,-15330.0,-4153.0
1560,-14333.0,-4566.0
1561,-16323.0,-5223.0
1562,-18384.0,-3401.0
1563,-12578.0,-4097.0
1564,-17291.0,-4531.0
1565,-13532.0,-4257.0
1566,-15939.0,-5278.0
1567,-16911.0,-5270.0
1568,-13242.0,-2354.0
1569,-9719.0,-3272.0
1570,-12771.0,-2228.0
1571,-17791.0,-4942.0
1572,-18553.0,-2504.0
1573,-13744.0,-3012.0
1574,-16504.0,-6306.0
1575,-14346.0,-3655.0
1576,-16919.0,-3380.0
1577,-16764.0,-3402.0
1578,-10943.0,-2944.0
1579,-13960.0,-4338.0
1580,-18896.0,-4102.0
1581,-12983.0,-5124.0
1582,-13877.0,-5324.0
1583,-11089.0,-4490.0
1584,-11892.0,-6231.0
1585,-14333.0,-5218.0
1586,-12725.0,-4577.0
1587,-14924.0,-3289.0
1588,-14048.0,-3842.0
1589,-14109.0,-1510.0
1590,-15271.0,-4012.0
1591,-10620.0,-5334.0
1592,-15096.0,-2170.0
1593,-12920.0,-4317.0
1594,-11447.0,-4825.0
1595,-15769.0,-1868.0
1596,-16276.0,-4235.0
1597,-17372.0,-3473.0
1598,-10364.0,-4180.0
1599,-15377.0,-5318.0
1600,-8787.0,-5948.0
1601,-14707.0,-5034.0
1602,-11307.0,-4971.0
1603,-13084.0,-2930.0
1604,-14220.0,-3209.0
1605,-14764.0,-4566.0
1606,-11602.0,-4327.0
1607,-15026.0,-3183.0
1608,-16463.0,-3958.0
1609,-15487.0,-5107.0
1610,-15881.0,-5052.0
1611,-11710.0,-4343.0
1612,-14309.0,-6658.0
1613,-16115.0,-5219.0
1614,-14174.0,-4367.0
1615,-11370.0,-2658.0
1616,-16441.0,-5594.0
1617,-16802.0,-3550.0
1618,-12950.0,-2760.0
1619,-14847.0,-3899.0
1620,-12773.0,-3475.0
1621,-11728.0,-4805.0
1622,-12852.0,-4675.0
1623,-11688.0,-5069.0
1624,-17043.0,-5876.0
1625,-11656.0,-3776.0
1626,-13413.0,-4371.0
1627,-11696.0,-5196.0
1628,-12861.0,-3179.0
1629,-15250.0,-4140.0
1630,-17558.0,-4779.0
1631,-15705.0,-2731.0
1632,-16237.0,-4968.0
1633,-16768.0,-4762.0
1634,-11808.0,-4896.0
1635,-17184.0,-5259.0
1636,-14018.0,-103.0
1637,-13411.0,-2505.0
1638,-12227.0,-5137.0
1639,-11600.0,-3187.0
1640,-17105.0,-4845.0
1641,-11877.0,-4584.0
1642,-16612.0,-3105.0
1643,-17769.0,-4317.0
1644,-15333.0,-4655.0
1645,-16730.0,-4438.0
1646,-12111.0,-5467.0
1647,-13778.0,-3681.0
1648,-11468.0,-6192.0
1649,-15225.0,-3785.0
1650,-14492.0,-4710.0
1651,-17542.0,-5049.0
1652,-11911.0,-5585.0
1653,-16127.0,-3900.0
1654,-13402.0,-4208.0
1655,-18196.0,-5787.0
1656,-13242.0,-4925.0
1657,-11816.0,-5353.0
1658,-11297.0,-4884.0
1659,-14068.0,-5135.0
1660,-13997.0,-4206.0
1661,-14563.0,-3256.0
1662,-15530.0,-4826.0
1663,-14110.0,-5195.0
1664,-13146.0,-4132.0
1665,-16593.0,-2173.0
1666,-13965.0,-3065.0
1667,-18026.0,-4586.0
1668,-15298.0,-5066.0
1669,-14803.0,-4742.0
1670,-16763.0,-5504.0
1671,-16399.0,-6784.0
1672,-13486.0,-3860.0
1673,-14017.0,-5253.0
1674,-13251.0,-5784.0
1675,-16042.0,-4860.0
1676,-16582.0,-4333.0
1677,-13662.0,-3401.0
1678,-15092.0,-2176.0
1679,-15871.0,-4478.0
1680,-14561.0,-5283.0
1681,-9544.0,-3601.0
1682,-13978.0,-4431.0
1683,-13051.0,-4630.0
1684,-17753.0,-3621.0
1685,-15019.0,-3739.0
1686,-13007.0,-2603.0
1687,-14371.0,-4359.0
1688,-15218.0,-3568.0
1689,-15632.0,-5797.0
1690,-14200.0,-3546.0
1691,-13191.0,-5161.0
1692,-16441.0,-7040.0
1693,-14095.0,-3965.0
1694,-9226.0,-4907.0
1695,-13139.0,-2675.0
1696,-14109.0,-2851.0
1697,-16337.0,-3033.0
1698,-13391.0,-3553.0
1699,-14438.0,-3451.0
1700,-12068.0,-2109.0
1701,-15273.0,-4255.0
1702,-17218.0,-4357.0
1703,-16811.0,-4850.0
1704,-14017.0,-6487.0
1705,-14075.0,-3494.0
1706,-13481.0,-3871.0
1707,-16432.0,-2922.0
1708,-15536.0,-4740.0
1709,-12497.0,-4875.0
1710,-8156.0,-4946.0
1711,-14963.0,-3915.0
1712,-14127.0,-4752.0
1713,-15715.0,-4869.0
1714,-15600.0,-3750.0
1715,-12155.0,-5400.0
1716,-14279.0,-5670.0
1717,-15306.0,-5432.0
1718,-11661.0,-3641.0
1719,-15482.0,-5616.0
1720,-13049.0,-5522.0
1721,-15852.0,-2653.0
1722,-11067.0,-3233.0
1723,-13007.0,-3083.0
1724,-12685.0,-6923.0
1725,-14489.0,-5663.0
1726,-10979.0,-4046.0
1727,-16938.0,-5218.0
1728,-14259.0,-5798.0
1729,-16206.0,-5461.0
1730,-14430.0,-4893.0
1731,-12841.0,-5721.0
1732,-16588.0,-3442.0
1733,-13232.0,-5191.0
1734,-13707.0,-5541.0
1735,-17912.0,-4460.0
1736,-15612.0,-4638.0
1737,-11891.0,-5615.0
1738,-13655.0,-6107.0
1739,-17316.0,-4631.0
1740,-12876.0,-4840.0
1741,-15550.0,-7505.0
1742,-12248.0,-5760.0
1743,-12067.0,-4783.0
1744,-15700.0,-4804.0
1745,-17664.0,-4459.0
1746,-15024.0,-5164.0
1747,-15707.0,-3907.0
1748,-13035.0,-5395.0
1749,-14636.0,-4955.0
1750,-13558.0,-4596.0
1751,-14110.0,-5000.0
1752,-13489.0,-4370.0
1753,-13541.0,-5089.0
1754,-17078.0,-5675.0
1755,-14982.0,-5152.0
1756,-16729.0,-5744.0
1757,-15102.0,-4239.0
1758,-16509.0,-5321.0
1759,-14646.0,-5232.0
1760,-14232.0,-4513.0
1761,-11896.0,-5926.0
1762,-15299.0,-5894.0
1763,-16492.0,-4507.0
1764,-15372.0,-5178.0
1765,-15614.0,-3696.0
1766,-16856.0,-2723.0
1767,-16979.0,-5879.0
1768,-12717.0,-5378.0
1769,-16970.0,-3549.0
1770,-11015.0,-5943.0
1771,-15781.0,-3920.0
1772,-16379.0,-6578.0
1773,-14473.0,-4787.0
1774,-9703.0,-3070.0
1775,-15026.0,-3403.0
1776,-15546.0,-4772.0
1777,-11325.0,-5481.0
1778,-16309.0,-5719.0
1779,-14562.0,-4751.0
1780,-14156.0,-2953.0
1781,-12277.0,-5590.0
1782,-13962.0,-3362.0
1783,-15562.0,-2553.0
1784,-16456.0,-6991.0
1785,-17869.0,-4721.0
1786,-13634.0,-5945.0
1787,-18953.0,-4847.0
1788,-14390.0,-3251.0
1789,-13193.0,-4590.0
1790,-15431.0,-3645.0
1791,-14747.0,-4573.0
1792,-10528.0,-3863.0
1793,-15158.0,-4989.0
1794,-11396.0,-4398.0
1795,-8404.0,-2252.0
1796,-13316.0,-5253.0
1797,-10984.0,-4468.0
1798,-15112.0,-5223.0
1799,-14789.0,-5791.0
1800,-13235.0,-5404.0
1801,-12373.0,-5269.0
1802,-10401.0,-3295.0
1803,-15376.0,-5128.0
1804,-11620.0,-5755.0
1805,-15700.0,-5649.0
1806,-15139.0,-4397.0
1807,-16205.0,-2574.0
1808,-14230.0,-4180.0
1809,-12793.0,-4163.0
1810,-14048.0,-4222.0
1811,-11991.0,-2221.0
1812,-14410.0,-4599.0
1813,-17054.0,-6618.0
1814,-17340.0,-4609.0
1815,-13050.0,-6077.0
1816,-17913.0,-6618.0
1817,-13597.0,-5104.0
1818,-12815.0,-4942.0
1819,-12374.0,-2777.0
1820,-14514.0,-5185.0
1821,-16877.0,-5264.0
1822,-13068.0,-1854.0
1823,-9441.0,-3470.0
1824,-14166.0,-5153.0
1825,-16969.0,-4408.0
1826,-16947.0,-4193.0
1827,-14989.0,-4069.0
1828,-14479.0,-3383.0
1829,-17947.0,-6475.0
1830,-10254.0,-5037.0
1831,-15785.0,-4198.0
1832,-13026.0,-5209.0
1833,-13212.0,-1867.0
1834,-7692.0,-2713.0
1835,-11840.0,-3506.0
1836,-14406.0,-5095.0
1837,-11908.0,-1958.0
1838,-16763.0,-4995.0
1839,-15489.0,-5646.0
1840,-11404.0,-3243.0
1841,-15448.0,-5452.0
1842,-15470.0,-3490.0
1843,-19135.0,-2435.0
1844,-16563.0,-5578.0
1845,-10158.0,-4814.0
1846,-15673.0,-3782.0
1847,-14580.0,-3964.0
1848,-14176.0,-4410.0
1849,-12008.0,-5515.0
1850,-13752.0,-5736.0
1851,-13295.0,-4129.0
1852,-11239.0,-3491.0
1853,-15283.0,-4097.0
1854,-16465.0,-6645.0
1855,-12107.0,-2956.0
1856,-15662.0,-4517.0
1857,-16298.0,-2395.0
1858,-14796.0,-5024.0
1859,-13573.0,-5050.0
1860,-14975.0,-4227.0
1861,-10926.0,-3129.0
1862,-15599.0,-4745.0
1863,-14492.0,-5861.0
1864,-17605.0,-5393.0
1865,-16429.0,-4980.0
1866,-16394.0,-5190.0
1867,-14342.0,-5463.0
1868,-13644.0,-3399.0
1869,-11436.0,-2993.0
1870,-13926.0,-5431.0
1871,-16788.0,-5288.0
1872,-16572.0,-5183.0
1873,-11304.0,-5867.0
1874,-9918.0,-4148.0
1875,-15589.0,-4492.0
1876,-14100.0,-2918.0
1877,-12576.0,-5066.0
1878,-13499.0,-5746.0
1879,-13927.0,-4913.0
1880,-12900.0,-1984.0
1881,-15548.0,-4960.0
1882,-12422.0,-2592.0
1883,-12031.0,-3533.0
1884,-16841.0,-4062.0
1885,-10551.0,-4464.0
1886,-11644.0,-5471.0
1887,-14467.0,-5573.0
1888,-16872.0,-5223.0
1889,-16480.0,-3551.0
1890,-10611.0,-6281.0
1891,-10025.0,-3990.0
1892,-10779.0,-3582.0
1893,-15430.0,-5976.0
1894,-15232.0,-6256.0
1895,-18524.0,-5015.0
1896,-15220.0,-3759.0
1897,-13791.0,-5602.0
1898,-14233.0,-3750.0
1899,-16911.0,-4988.0
1900,-16223.0,-4197.0
1901,-14291.0,-4241.0
1902,-15713.0,-3173.0
1903,-11152.0,-6439.0
1904,-14888.0,-1845.0
1905,-13512.0,-1935.0
1906,-13275.0,-2954.0
1907,-16828.0,-3929.0
1908,-9380.0,-3855.0
1909,-14080.0,-5174.0
1910,-16325.0,-4082.0
1911,-14365.0,-6255.0
1912,-18874.0,-5121.0
1913,-13931.0,-6019.0
1914,-15638.0,-5689.0
1915,-9877.0,-4131.0
1916,-13815.0,-4192.0
1917,-12840.0,-5209.0
1918,-16500.0,-3756.0
1919,-15465.0,-899.0
1920,-17206.0,-4237.0
1921,-15338.0,-4563.0
1922,-17629.0,-5628.0
1923,-14663.0,-3452.0
1924,-11528.0,-1225.0
1925,-17573.0,-4645.0
1926,-15933.0,-5064.0
1927,-16546.0,-1938.0
1928,-12009.0,-5366.0
